Status,Stock Symbol,Stock Name,Market Cap,Sector,D/E,ICR,ROE,ROCE,P/E,EPS,EPS (Y-1),EPS (Y-2),Share Value,Share Value (Y-1),Share Value (Y-2),Profit,Profit (Y-1),Profit (Y-2),Revenue,Revenue (Y-1),Revenue (Y-2),Net NPA,Net NPA (Y-1),Net NPA (Y-2),Net NPA %,Net NPA % (Y-1),Net NPA % (Y-2),Assets,Assets (Y-1),Assets (Y-2),Promoter,Pledged,DII,FII
PROCESSED,AMBUJACEM,Ambuja Cements,79088.25,Construction Materials,0.00,38.41,9.36,12.89,0.00,10.48,9.02,7.70,398.3,401.5,219.35,2080,1790,1528,14250,11743,12094,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,28173,25481,26990,63.2,NOT_FOUND,15.24,12.82
PROCESSED,KANSAINER,Kansai Nerolac Paints,27412.15,Chemicals,0.00,68.92,8.97,12.03,67.30,6.95,9.85,9.94,508.65,633.3,477.1,374,530,535,5981,4728,4970,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5395,5209,4592,74.99,NOT_FOUND,13.39,3.28
PROCESSED,ANGELONE,Angel One,10993.22,Finance,0.81,12.97,39.78,55.76,20.62,74.52,37.76,12.03,1319.5,1208.05,275.8,614,290,86,2281,1289,742,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7177,4782,2159,43.83,0,8.91,10.54
PROCESSED,KARURVYSYA,Karur Vysya Bank,5132.78,Banks,NOT_SET,NOT_SET,8.86,2.10,5.50,8.42,4.50,2.94,64.15,43.3,36.0,673,359,235,6356,6527,7144,1260,1719,1808,2.28,3.41,3.92,80043,74623,68278,2.28,8.17,22.76,15.43
PROCESSED,ANURAS,Anupam Rasayan India,7563.16,Chemicals,0.46,10.09,8.74,10.94,54.67,15.08,8.51,10.60,754.15,749.1,526.8,150,69,52,1081,837,539,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2886,2295,1662,65.17,0,4.39,4.98
PROCESSED,ESCORTS,Escorts Kubota,24001.32,Automobile & Ancillaries,0.00,91.68,9.71,12.87,28.70,58.91,68.14,40.63,1819.1,1249.1,1152.65,765,874,485,7365,7083,5853,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9371,7203,5312,72.9,0,6.2,4.24
PROCESSED,APOLLOHOSP,Apollo Hospitals Enterprises,61910.08,Healthcare,0.33,6.01,10.88,11.96,97.65,46.25,7.50,33.80,4305.75,4920.5,1704.4,572,105,470,6145,9171,9805,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10408,9729,10144,29.33,16.37,15.87,48.48
PROCESSED,EXIDEIND,Exide Industries,13876.25,Automobile & Ancillaries,0.00,38.41,44.16,9.71,2.74,55.10,8.92,9.71,163.25,163.25,164.3,4683,758,825,12462,10106,9920,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,13343,9628,8242,45.99,NOT_FOUND,17.82,10.4
PROCESSED,APOLLOTYRE,Apollo Tyres,16512.62,Automobile & Ancillaries,0.46,4.08,2.74,4.93,46.47,4.11,11.72,8.89,260.0,222.15,129.35,261,722,508,14776,11854,11096,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,20022,19163,16481,37.34,3.05,19.04,20.71
PROCESSED,FDC,FDC,4400.76,Healthcare,0.00,106.82,11.27,14.54,19.76,13.01,17.32,14.34,265.25,342.15,328.05,219,294,246,1597,1422,1413,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2254,1942,1805,69.5,NOT_FOUND,6.08,4.34
PROCESSED,SFL,Sheela Foam,14263.61,FMCG,0.00,42.77,16.31,20.94,85.90,40.45,37.13,33.93,2923.9,2329.9,1375.45,197,181,165,2194,1741,1798,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1623,1427,1169,72.95,NOT_FOUND,22.84,3.11
PROCESSED,NYKAA,FSN E-Commerce Ventures Nykaa,66451.66,Software & IT Services,0.02,22.47,6.67,8.02,761.06,2.22,24.38,10.56,1400.95,2205.8,2205.8,103,36,15,303,206,218,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1690,646,498,52.41,0,2.96,6.54
PROCESSED,SHILPAMED,Shilpa Medicare,3395.69,Healthcare,0.09,6.91,6.82,1.21,23.60,16.87,22.62,20.63,391.2,551.45,619.4,140,184,168,397,864,817,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2896,2517,2021,50.01,0.81,1.99,14.41
PROCESSED,FEDERALBNK,Federal Bank,23108.59,Banks,NOT_SET,NOT_SET,10.05,1.74,10.67,9.13,7.97,7.76,109.8,83.25,52.85,1890,1590,1543,15749,15702,15142,1392,1569,1607,0.96,1.19,1.31,220946,201367,180638,NOT_FOUND,NOT_FOUND,42.12,26.2
PROCESSED,KEC,KEC International,10351.66,Capital Goods,0.63,4.26,11.26,24.78,22.42,16.90,25.13,21.23,402.65,403.7,314.65,434,646,545,12592,11879,10484,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,15179,13447,12120,51.88,NOT_FOUND,26.46,12.17
PROCESSED,KOTAKBANK,Kotak Mahindra Bank,365298.49,Banks,NOT_SET,NOT_SET,11.90,2.93,40.77,43.02,35.17,30.88,1839.7,1788.35,1327.55,8573,6965,5947,33393,32299,32301,1736,2705,1557,0.64,1.21,0.71,429428,383488,360251,25.97,NOT_FOUND,17.28,40.55
PROCESSED,KIMS,Krishna Institute of Medical Sciences,9804.6,Healthcare,0.01,94.09,20.20,26.17,39.47,35.04,25.20,16.26,1225.15,1377.45,996.95,278,188,121,1167,942,797,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1568,1213,957,38.84,15.74,22.78,8.36
PROCESSED,APTUS,Aptus Value Housing Finance India,15812.08,Finance,0.85,3.25,11.14,11.25,54.23,6.28,4.54,4.10,318.05,346.9,346.9,308,217,181,702,551,455,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5150,4089,3515,62.35,0,20.46,11.5
PROCESSED,ASAHIINDIA,Asahi India Glass,13833.03,Construction Materials,0.65,6.73,19.18,22.82,30.14,14.30,5.71,6.58,569.05,338.3,200.0,347,138,159,3133,2420,2614,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3827,3776,3867,54.24,6.09,2.21,1.63
PROCESSED,SCI,Shipping Corporation of India,5328.74,Logistics,0.37,10.34,9.13,9.10,6.76,17.06,13.27,6.49,114.4,101.7,61.25,794,618,302,5098,3828,4668,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,13855,13136,13733,63.75,NOT_FOUND,7.87,3.13
PROCESSED,FACT,Fertilisers and Chemicals Travancore,7645.16,Chemicals,9.53,2.92,186.55,155.52,23.97,5.46,5.44,15.08,118.15,125.95,49.2,353,351,975,4542,3326,2801,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4260,3367,2612,90,NOT_FOUND,8.96,NOT_FOUND
PROCESSED,SHREECEM,Shree Cements,77288.39,Construction Materials,0.12,19.22,13.76,16.69,36.49,658.69,640.77,445.08,21420.95,26200.25,21512.75,2376,2311,1570,14843,13046,12175,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,23415,21038,19337,62.55,NOT_FOUND,11.22,11.85
PROCESSED,FINEORG,Fine Organics Industries,19048.43,Chemicals,0.06,75.49,26.15,34.72,48.99,81.76,37.49,54.31,6212.8,2817.9,2270.4,250,114,166,1891,1138,1046,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1227,955,862,75,0,10.94,7.2
PROCESSED,RENUKA,Shree Renuka Sugars,9535.63,Agri,7.55,1.19,20.67,7.01,67.17,0.53,0.27,-2.88,44.8,26.25,9.95,113,55,-551,6209,5611,4647,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7076,7040,6481,62.48,0,11.06,1.28
PROCESSED,FINCABLES,Finolex Cables,7146.86,Electricals,0.00,373.02,12.39,15.97,14.27,26.46,18.50,26.32,467.3,472.9,284.95,404,282,402,3919,2845,3049,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3600,3251,3011,35.92,NOT_FOUND,15.28,9.25
PROCESSED,SRTRANSFIN,Shriram Transport Finance Corporation,36670.3,Finance,4.42,1.38,10.44,14.12,11.15,101.74,100.97,107.44,1355.55,1280.35,679.0,2707,2487,2501,19274,17436,16575,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,142106,129678,114128,29.3,0,15.23,49.97
PROCESSED,FINPIPE,Finolex Industries,8785.95,Plastic Products,0.07,78.56,27.26,25.19,9.11,16.98,11.73,26.13,141.6,169.8,90.05,1053,728,324,4730,3535,3015,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5261,4206,2815,52.47,0,9.81,5.69
PROCESSED,SHYAMMETL,Shyam Metalics & Energy,7670.28,Metals & Mining,0.05,138.49,22.19,28.64,11.19,32.38,18.79,4.51,300.7,416.5,376.15,810,438,105,4753,3073,2115,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4798,3273,3354,88.35,0,3.09,0.81
PROCESSED,L&TFH,L&T Finance Holdings,19189.13,Finance,0.01,4.47,1.93,2.87,91.59,0.88,0.54,1.33,77.5,81.6,60.5,218,116,266,350,191,522,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,11424,12839,11337,66.23,NOT_FOUND,5.34,6.61
PROCESSED,FSL,Firstsource Solutions,7705.23,Software & IT Services,0.00,27.99,16.70,18.65,21.94,5.70,5.38,2.63,110.55,201.65,52.95,387,366,182,1622,1352,970,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2748,2628,2365,53.66,NOT_FOUND,14.57,7.95
PROCESSED,LTTS,L&T Technology Services,40536.69,Capital Goods,0.00,37.38,23.06,28.81,58.51,87.26,64.25,75.82,3840.2,3825.35,1545.2,918,673,790,6027,5138,5393,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5708,4820,4081,73.88,NOT_FOUND,4.08,6.34
PROCESSED,ASHOKLEY,Ashok Leyland,43416.45,Automobile & Ancillaries,0.48,3.56,7.38,2.94,63.38,1.85,-1.07,0.82,147.9,126.4,62.7,541,-313,239,21764,15420,17590,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,20333,18449,16389,51.54,19.04,21.82,15.03
PROCESSED,LICHSGFIN,LIC Housing Finance,21826.5,Finance,9.07,1.20,9.27,67.21,8.32,43.14,54.18,47.59,396.8,387.8,267.0,2288,2734,2401,19953,19847,19669,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,254567,235633,216805,45.24,0,19.21,20.67
PROCESSED,ASIANPAINT,Asian Paints,337992.53,Chemicals,0.00,71.74,23.48,30.27,94.25,32.68,31.82,27.67,3523.7,3015.3,1836.7,3134,3051,2653,25640,18882,17551,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,19908,17582,13587,52.63,10.99,8.46,18.51
PROCESSED,LAXMIMACH,Lakshmi Machine Works,12502.64,Textiles,0.00,3630.22,9.05,10.43,57.19,168.19,44.43,42.12,11703.3,8088.35,3038.7,179,47,45,3152,1768,1663,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3621,2742,2341,31.13,NOT_FOUND,11.89,4.29
PROCESSED,ASTERDM,Aster DM Healthcare Ltd,10379.88,Healthcare,0.07,5.29,3.05,3.91,109.12,1.81,-1.38,1.21,207.8,176.45,130.25,90,-68,60,1198,768,874,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3762,3588,3553,37.88,10.44,9.65,11.44
PROCESSED,LTI,Larsen & Toubro Infotech,86979.83,Software & IT Services,0.00,49.44,26.90,33.88,47.66,129.14,102.51,89.31,4961.05,4958.85,2440.9,2260,1788,1552,14995,11791,10605,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,11703,9988,8316,74.03,NOT_FOUND,8.14,8.42
PROCESSED,ASTRAZEN,AstraZeneca Pharma,7680.0,Healthcare,0.00,106.25,12.04,16.03,103.73,24.60,37.30,28.90,3072.0,3116.25,3334.25,61,93,72,820,826,844,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,856,774,706,75,NOT_FOUND,1.3,2.48
PROCESSED,LT,Larsen & Toubro,260761.33,Infrastructure,0.30,7.22,11.74,14.20,31.51,56.09,80.74,47.59,1855.7,1638.75,1000.8,7879,2686,6024,104613,76751,85191,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,168502,147952,141556,NOT_FOUND,NOT_FOUND,34.85,21.09
PROCESSED,ASTRAL,Astral Limited,40471.56,Plastic Products,0.01,74.43,20.18,26.88,100.39,20.15,16.27,13.33,2014.25,2054.6,793.61,404,326,200,3470,2507,2053,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2758,2222,1941,55.73,NOT_FOUND,13.59,16.07
PROCESSED,LATENTVIEW,Latent View Analytics,7557.91,Software & IT Services,0.00,36.75,8.86,11.35,101.87,4.15,3.98,3.00,377.1,488.75,488.75,75,67,51,228,164,140,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,896,362,293,67.21,0,1.9,0.93
PROCESSED,SIEMENS,Siemens,103139.55,Capital Goods,0.00,85.63,10.66,13.04,0.00,30.97,21.24,30.52,2896.2,2250.7,1228.95,1062,757,1086,13182,10179,14078,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,17382,15665,15210,75,NOT_FOUND,9.64,5.42
PROCESSED,LAURUSLABS,Laurus Labs,31755.25,Healthcare,0.48,14.79,22.13,25.46,42.24,13.97,17.85,25.03,590.95,694.85,208.86,750,956,267,4720,4796,2803,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6608,5625,3739,27.27,0,9.13,21.96
PROCESSED,FORTIS,Fortis Healthcare ,22169.35,Healthcare,0.07,1.93,-0.14,1.37,-1613.33,-0.18,0.06,6.80,293.65,264.6,135.45,-13,4,513,996,824,1640,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10426,10582,10580,31.17,0,17.6,29.66
PROCESSED,LXCHEM,Laxmi Organic Industries,8850.2,Chemicals,0.07,25.08,17.97,22.51,45.54,8.77,5.40,3.21,333.85,370.2,164.45,231,122,78,3016,1615,1366,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2130,1734,1024,72.53,0,3.22,0.6
PROCESSED,GRINFRA,G R Infraprojects,13671.83,Infrastructure,0.25,11.14,17.43,22.40,19.49,78.69,,,1414.0,1597.15,1747.1,760,,NOT_SET,8051,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6713,,NOT_SET,86.54,0,9.68,0.23
PROCESSED,LICI,Life Insurance Corporation of India,441453.21,Insurance,0.00,--,38.84,0.33,0.00,6.39,,,697.95,875.25,875.25,4043,,NOT_SET,721303,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4230589,,NOT_SET,96.5,0,1.05,0.12
PROCESSED,GAIL,GAIL India,59153.98,Industrial Gases & Fuels,0.11,91.02,18.64,18.91,6.67,23.34,10.85,14.68,134.95,147.0,97.65,10363,4890,6620,93673,58734,73287,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,86340,73310,68533,51.89,NOT_FOUND,23.33,19.92
PROCESSED,LINDEINDIA,Linde India,27925.47,Diversified,0.00,196.87,19.09,13.42,0.00,60.26,18.24,85.27,3274.4,1864.15,732.95,513,155,727,2166,1503,1780,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4002,3245,3214,75,NOT_FOUND,7.98,2.65
PROCESSED,GMMPFAUDLR,GMM Pfaudler,6988.55,Capital Goods,0.29,11.71,21.35,25.59,23.38,64.96,65.06,42.50,1593.65,1412.63,1874.98,94,95,62,818,648,522,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,869,667,430,54.95,NOT_FOUND,6.09,11.84
PROCESSED,GMRINFRA,GMR Infrastructure,21337.07,Infrastructure,0.07,-0.05,-2.98,-0.03,-72.45,-0.51,-2.12,-2.45,35.35,29.0,20.9,-309,-1280,-1479,40,1468,1163,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,13083,18250,24281,58.9,68.03,2.11,27.8
PROCESSED,ATUL,Atul,27710.46,Chemicals,0.02,324.28,14.07,18.18,50.12,205.34,212.78,215.82,9389.0,9278.7,5262.9,607,630,640,5082,3616,3983,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5350,4587,3849,45.05,1.5,23.37,8.82
PROCESSED,GALAXYSURF,Galaxy Surfactants Ltd.,11375.66,Chemicals,0.22,30.01,11.76,15.19,75.86,37.76,50.17,51.38,3208.5,3034.3,1859.65,133,177,182,2627,1834,1798,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1879,1557,1389,70.93,NOT_FOUND,13.62,2.01
PROCESSED,AUROPHARMA,Aurobindo Pharma,33978.58,Healthcare,0.11,126.59,8.49,9.92,26.93,24.83,53.13,31.96,579.9,731.45,863.0,1454,3112,1872,11958,16413,13669,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,21600,23188,19534,51.83,14.97,17.3,20.71
PROCESSED,GARFIBRES,Garware Technical Fibres,6328.44,Textiles,0.08,23.14,16.13,21.12,36.19,77.96,72.87,81.35,3069.35,3238.95,1973.2,160,154,178,1201,1051,1013,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1430,1322,1203,52.62,NOT_FOUND,5.93,7.39
PROCESSED,SOBHA,Sobha,6794.28,Real Estate,1.01,1.30,4.77,28.80,59.47,11.90,6.91,30.52,716.35,596.55,228.25,112,65,289,2808,2191,3830,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10973,10754,10543,51.99,20.28,13,15.02
PROCESSED,AVANTIFEED,Avanti Feeds,6570.45,Agri,0.00,249.22,12.32,16.20,28.20,14.62,22.41,20.99,482.25,568.65,480.45,199,305,285,4108,3306,3223,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1939,1769,1452,43.68,NOT_FOUND,11.45,14.02
PROCESSED,GICRE,General Insurance Corporation of India,21544.03,Insurance,0.00,--,7.67,6.20,9.96,11.43,10.95,-2.05,122.8,155.45,140.95,2005,1920,-359,47057,48484,51816,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,144887,134661,116196,85.78,NOT_FOUND,10.9,0.47
PROCESSED,SOLARINDS,Solar Industries India,29851.76,Chemicals,0.11,46.48,19.15,23.04,96.76,28.90,20.89,23.58,3298.9,1701.85,1023.4,261,189,213,2564,1610,1546,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2009,1600,1384,73.15,NOT_FOUND,14.73,6.63
PROCESSED,DMART,Avenue Supermarts,284933.41,Retailing,0.00,66.73,11.60,15.52,160.45,24.95,17.99,21.49,4398.65,3634.35,2189.75,1616,1165,1349,30493,23996,24738,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,15403,13646,12084,74.99,NOT_FOUND,6.9,8.59
PROCESSED,GLAND,Gland Pharma,39024.28,Healthcare,0.00,331.03,16.93,22.39,44.32,73.84,63.07,49.88,2370.05,4113.3,1819.55,1212,997,772,4624,3597,2772,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7834,6496,4086,57.87,0,17.36,9.41
PROCESSED,SOLARA,SOLARA ACTIVE PHARMA SCIENCES,1413.39,Healthcare,0.67,1.32,-3.83,-0.68,-40.89,-16.29,68.86,43.47,392.65,1711.3,906.05,-58,220,112,1287,1645,1349,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2949,2610,2151,40.4,27.98,3.09,17.93
PROCESSED,AXISBANK,Axis Bank,237156.28,Banks,NOT_SET,NOT_SET,11.30,2.20,17.92,42.48,22.15,5.99,772.1,756.75,438.15,13025,6588,1627,82597,78483,78171,5512,6993,9360,0.73,1.05,1.56,1175178,996118,915164,9.7,NOT_FOUND,31.47,46.58
PROCESSED,SONACOMS,Sona BLW Precision Forgings,31502.45,Automobile & Ancillaries,0.04,31.92,17.91,19.48,112.31,6.05,3.28,19.76,539.1,496.35,361.2,353,188,84,1990,843,539,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2505,1764,1565,67.18,0,16.12,8.8
PROCESSED,LUPIN,Lupin,31276.97,Healthcare,0.04,5.80,-1.03,-0.46,-179.58,-4.16,27.77,16.07,687.95,974.35,1003.65,-188,1258,727,11922,11185,11500,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,22313,21858,20680,47.1,NOT_FOUND,27.18,14.27
PROCESSED,BASF,BASF India,14152.02,Chemicals,0.00,53.54,25.46,30.89,22.51,137.40,127.70,4.30,3269.45,3580.65,1279.65,594,552,18,13123,9574,7578,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6109,5144,4588,73.33,NOT_FOUND,6.45,2.71
PROCESSED,SONATSOFTW,Sonata Software,7364.83,Software & IT Services,0.00,34.92,41.13,46.27,32.67,22.63,17.23,20.33,700.35,890.3,309.45,235,179,211,922,826,973,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,803,782,652,28.17,NOT_FOUND,14.97,12.87
PROCESSED,LUXIND,Lux Industries,5452.6,Textiles,0.23,35.33,25.93,34.90,19.30,113.53,90.91,60.10,1813.2,4003.4,1446.2,341,273,180,2289,1950,1671,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1971,1465,1228,74.33,NOT_FOUND,6.22,2.08
PROCESSED,MMTC,MMTC,6112.5,Trading,13.19,2.36,-125.09,205.64,-27.39,-1.61,-5.13,-1.51,40.75,43.3,19.0,-241,-769,-227,8447,26423,24167,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4762,5506,6580,89.93,NOT_FOUND,2.56,0.02
PROCESSED,SPICEJET,SpiceJet,2804.37,Aviation,-0.27,-0.66,0.00,-10.97,-4.17,-16.61,-15.58,-5.27,46.6,72.0,49.4,-998,-934,-316,6120,13206,9171,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,11375,12966,4795,59.4,44.24,0.04,1.18
PROCESSED,STARHEALTH,Star Health & Allied Insurance Company,40505.6,Diversified,0.09,--,-12.95,-15.95,-38.09,-18.65,-16.54,5.59,703.1,906.85,906.85,-1040,-825,268,10610,5446,4986,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,16915,10500,6126,58.84,0,27.2,9.61
PROCESSED,MOIL,MOIL,3338.17,Metals & Mining,0.00,843.26,17.60,23.43,11.41,16.15,7.44,9.80,164.05,170.9,148.1,376,176,248,1515,1279,1219,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2579,3390,3301,64.68,NOT_FOUND,12,5.76
PROCESSED,SBIN,State Bank of India,471353.37,Banks,NOT_SET,NOT_SET,12.33,1.42,13.91,35.49,22.87,16.23,528.15,421.5,193.1,31676,20410,14488,316021,308647,302545,27965,36809,51871,1.02,1.50,2.23,4987597,4534429,3951393,57.57,0,25.24,9.62
PROCESSED,MRF,MRF,36835.85,Automobile & Ancillaries,0.15,9.42,4.69,7.10,0.00,1526.34,2945.09,3289.16,86853.6,78736.6,60148.05,647,1249,1394,19304,16128,16321,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,22693,22259,19154,27.94,NOT_FOUND,12.45,16.05
PROCESSED,GLAXO,GlaxoSmithKline Pharmaceuticals,24764.62,Healthcare,0.00,418.15,63.13,25.90,16.83,99.05,31.32,6.50,1461.85,1593.95,1513.1,376,286,110,3293,3030,3302,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4622,3097,3131,75,NOT_FOUND,10.65,2.16
PROCESSED,MTARTECH,MTAR Technologies,4940.76,Aviation,0.18,15.52,11.71,15.80,88.62,19.79,17.00,11.11,1606.25,1280.05,1082.5,60,46,31,330,247,218,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,727,586,346,47.47,2.05,27.26,2.3
PROCESSED,GLS,Glenmark Life Sciences,5438.98,Healthcare,0.00,22.56,20.38,28.40,12.88,35.63,,,443.9,721.35,748.5,418,,NOT_SET,2137,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2471,,NOT_SET,82.85,0,0.79,7.58
PROCESSED,LODHA,Macrotech Developers,54932.83,Real Estate,0.89,5.10,9.29,13.61,45.47,24.77,3.09,10.94,1140.6,850.85,465.25,1133,122,433,8519,6022,8148,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,37578,35996,34436,82.2,0,1.85,14.54
PROCESSED,BSE,BSE Limited,8967.64,Finance,0.00,--,8.53,11.39,66.48,14.20,21.23,35.37,662.0,364.65,162.68,195,97,173,724,565,542,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3143,2992,2822,NOT_FOUND,NOT_FOUND,1.02,11.02
PROCESSED,MGL,Mahanagar Gas,8950.25,Industrial Gases & Fuels,0.00,134.06,16.59,20.82,12.89,60.43,62.72,80.33,906.1,1126.75,957.7,596,619,793,3645,2233,3071,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5233,4601,4128,32.5,NOT_FOUND,26.05,25.81
PROCESSED,SAIL,Steel Authority of India,34221.4,Metals & Mining,0.26,13.17,23.09,23.06,3.39,29.09,9.32,4.89,82.85,130.0,39.05,12015,3850,2021,104515,70121,62645,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,117741,117159,125097,65,NOT_FOUND,8.88,4.22
PROCESSED,SWSOLAR,Sterling and Wilson Renewable Energy,5555.17,Power,0.24,-1.62,-11.15,-8.51,-36.02,-8.83,-6.95,19.42,292.85,263.5,249.35,-167,-111,311,3561,3330,4900,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3972,3776,3874,78.56,39.5,3.38,2.05
PROCESSED,STLTECH,Sterlite Technologies,6173.6,Electricals,1.40,2.22,4.43,9.30,108.96,2.06,6.57,10.75,155.15,271.55,149.65,81,261,433,5080,4199,4793,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7414,6735,6096,54.15,NOT_FOUND,7.2,5.99
